Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2023-07-20,AAPL,192.10975646972656,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200.0
2023-07-20,AMZN,129.9600067138672,129.9600067138672,134.7899932861328,129.3300018310547,134.07000732421875,59820600.0
2023-07-20,GOOG,119.39413452148438,119.52999877929688,124.69999694824219,118.68499755859375,122.12000274658203,27541700.0
2023-07-20,MSFT,344.1776428222656,346.8699951171875,357.9700012207031,345.3699951171875,353.57000732421875,33778400.0
2023-07-20,NVDA,45.50637435913086,45.52000045776367,47.08700180053711,45.0620002746582,46.50699996948242,537865000.0
2023-07-21,AAPL,190.92604064941406,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71917800.0
2023-07-21,AMZN,130.0,130.0,131.3699951171875,128.4199981689453,131.33999633789062,133265000.0
2023-07-21,GOOG,120.17324829101562,120.30999755859375,121.30000305175781,119.06999969482422,120.87000274658203,56498100.0
2023-07-21,MSFT,341.1016540527344,343.7699890136719,350.29998779296875,339.8299865722656,349.1499938964844,69368900.0
2023-07-21,NVDA,44.29573440551758,44.308998107910156,45.86600112915039,44.099998474121094,45.78799819946289,963769000.0
2023-07-24,AAPL,191.7317657470703,192.75,194.91000366210938,192.25,193.41000366210938,45377800.0
2023-07-24,AMZN,128.8000030517578,128.8000030517578,131.66000366210938,128.35000610351562,130.30999755859375,45591100.0
2023-07-24,GOOG,121.74146270751953,121.87999725341797,123.3499984741211,121.37999725341797,121.9260025024414,22276100.0
2023-07-24,MSFT,342.4312438964844,345.1099853515625,346.9200134277344,342.30999755859375,345.8500061035156,26678100.0
2023-07-24,NVDA,44.59865188598633,44.61199951171875,45.10900115966797,44.040000915527344,44.73099899291992,382516000.0
2023-07-25,AAPL,192.59715270996094,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200.0
2023-07-25,AMZN,129.1300048828125,129.1300048828125,129.5800018310547,128.52999877929688,129.30999755859375,39236700.0
2023-07-25,GOOG,122.65042877197266,122.79000091552734,123.69000244140625,121.52999877929688,121.87999725341797,31820800.0
2023-07-25,MSFT,348.2557067871094,350.9800109863281,351.8900146484375,345.07000732421875,347.1099853515625,41637700.0
2023-07-25,NVDA,45.66532897949219,45.67900085449219,46.18299865722656,44.92300033569336,44.941001892089844,348081000.0
2023-07-26,AAPL,193.47251892089844,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900.0
2023-07-26,AMZN,128.14999389648438,128.14999389648438,129.0800018310547,126.11000061035156,126.51000213623047,53910100.0
2023-07-26,GOOG,129.5126190185547,129.66000366210938,131.3699951171875,128.7100067138672,130.36000061035156,46216900.0
2023-07-26,MSFT,335.1482238769531,337.7699890136719,344.6700134277344,333.1099853515625,341.44000244140625,58383700.0
